"created_at","id","full_text","retweet_count","favorite_count","images","name","screen_name","followers_count","verified","tweet_url"
2022-01-29 18:39:27,"1487495621842026496","This week's #TidyTuesday is all about board games! 🎉 I decided to visualise pairwise similarity scores calculated from the categories of the top 50 games.  
@BoardGameGeek #dataviz #Rstats #r4ds 

Code: https://t.co/2mkRoAv2oo
Previous examples: https://t.co/PLlB0BlUm1 https://t.co/MtS4rNT0Gz",9,53,"list(id = 1487495252495712256, id_str = ""1487495252495712260"", indices = list(list(start = 270, end = 293)), media_url = ""http://pbs.twimg.com/media/FKSlDRIWQAQNaIk.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKSlDRIWQAQNaIk.jpg"", url = ""https://t.co/MtS4rNT0Gz"", display_url = ""pic.twitter.com/MtS4rNT0Gz"", expanded_url = ""https://twitter.com/CSHoggard/status/1487495621842026496/photo/1"", type = ""photo"", sizes = list(list(w = c(2048, 680, 150, 1200), h = c(1737, 577, 150, 1017), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Dr. Christian Hoggard","CSHoggard",2420,FALSE,"https://twitter.com/CSHoggard/status/1487495621842026496"
2022-02-02 12:34:22,"1488853298564190213","New #TidyTuesday W5 - 2022. Today about cute doggos 🐕🐕‍🦺🐩 and their traits

#RStats #tidyverse   Code🔗https://t.co/ZF3EmCJsWA https://t.co/9BoawVZG1P",7,52,"list(id = 1488851934144573440, id_str = ""1488851934144573441"", indices = list(list(start = 126, end = 149)), media_url = ""http://pbs.twimg.com/media/FKl28iHXMAEv2f9.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKl28iHXMAEv2f9.jpg"", url = ""https://t.co/9BoawVZG1P"", display_url = ""pic.twitter.com/9BoawVZG1P"", expanded_url = ""https://twitter.com/_AlbertMorera/status/1488853298564190213/photo/1"", type = ""photo"", sizes = list(list(w = c(2048, 680, 150, 1200), h = c(1862, 618, 150, 1091), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Albert Morera","_AlbertMorera",24,FALSE,"https://twitter.com/_AlbertMorera/status/1488853298564190213"
2022-02-03 19:44:46,"1489323998110486538","We registered an unconf session at #Outlier2022
 
""DataViz Challenges: A Fun Way to Learn and Build a Portfolio and Network"" 📊🤝🌐 with @ShijiaWendy

Fri 3pm EST / Fri 9pm CET / Sat 4am CST
#30DayChartChallenge #TidyTuesday #IronViz  #IronQuest #SWDchallenge #30DayMapChallenge",7,47,"list(id = NA, id_str = NA, indices = list(NA), media_url = NA, media_url_https = NA, url = NA, display_url = NA, expanded_url = NA, type = NA, sizes = list(NA), ext_alt_text = NA)","Cédric Scherer","CedScherer",16215,FALSE,"https://twitter.com/CedScherer/status/1489323998110486538"
2022-02-01 19:24:29,"1488594119706300418","my #TidyTuesday #Datavisualization  on Top 15 Dog Breeds ranked by Affectionate with Family ranking.

Some of these dog breeds are new to me. https://t.co/tlICjjcby7",6,44,"list(id = 1.488592922652e+18, id_str = ""1488592922652004354"", indices = list(list(start = 142, end = 165)), media_url = ""http://pbs.twimg.com/media/FKiLYFHVUAIaT_Z.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKiLYFHVUAIaT_Z.jpg"", url = ""https://t.co/tlICjjcby7"", display_url = ""pic.twitter.com/tlICjjcby7"", expanded_url = ""https://twitter.com/StarTrek_Lt/status/1488594119706300418/photo/1"", type = ""photo"", sizes = list(list(w = c(1683, 680, 150, 1200), h = c(971, 392, 150, 692), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","BHSci_, R & Graphical Art 🦄🇨🇦🌈","StarTrek_Lt",494,FALSE,"https://twitter.com/StarTrek_Lt/status/1488594119706300418"
2022-02-02 01:15:17,"1488682402453114882","Titties and Taco time lol 😎🙃😃🤎 #TidyTuesday
@CurvyGirlsPromo https://t.co/B2vtHNkpDa",4,40,"list(id = 1488682400167124992, id_str = ""1488682400167124997"", indices = list(list(start = 61, end = 84)), media_url = ""http://pbs.twimg.com/media/FKjcwW1WYAUlD50.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKjcwW1WYAUlD50.jpg"", url = ""https://t.co/B2vtHNkpDa"", display_url = ""pic.twitter.com/B2vtHNkpDa"", expanded_url = ""https://twitter.com/AshBangz/status/1488682402453114882/photo/1"", type = ""photo"", sizes = list(list(w = c(1024, 680, 150, 1024), h = c(979, 650, 150, 979), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","La'Khristen G ♍ 👅","AshBangz",446,FALSE,"https://twitter.com/AshBangz/status/1488682402453114882"
2022-01-29 19:04:11,"1487501848676347911","Another fun #TidyTuesday data set 🍫 The US only wants chocolate with 71-72% cocoa content while the UK was loving dark chocolate in 2013. Plot inspired by @leeolney3 using the dreamy Morgenstern palette from {MetBrewer}

📁: https://t.co/IGHJz4ZnC0
📝: https://t.co/SaIGBZEWLI https://t.co/JptuMDqyOB",9,40,"list(id = 1487500810531577856, id_str = ""1487500810531577861"", indices = list(list(start = 275, end = 298)), media_url = ""http://pbs.twimg.com/media/FKSqGybXIAUtc-6.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKSqGybXIAUtc-6.jpg"", url = ""https://t.co/JptuMDqyOB"", display_url = ""pic.twitter.com/JptuMDqyOB"", expanded_url = ""https://twitter.com/danni_scales/status/1487501848676347911/photo/1"", type = ""photo"", sizes = list(list(w = c(1365, 453, 150, 800), h = c(2048, 680, 150, 1200), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Danni Scales","danni_scales",196,FALSE,"https://twitter.com/danni_scales/status/1487501848676347911"
2022-02-02 02:07:58,"1488695658605432835","#TidyTuesday week 5:
Are agreable dog breeds also harder to care?

20yo and I've never had a dog :(

*Based on AKC scores and mine trait categorization. 
Code: https://t.co/gSCh4542Vn

#dataviz #rstats https://t.co/5OSGryJhzl",5,37,"list(id = 1488694965811265536, id_str = ""1488694965811265538"", indices = list(list(start = 202, end = 225)), media_url = ""http://pbs.twimg.com/media/FKjoLxgXwAIGrGn.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKjoLxgXwAIGrGn.jpg"", url = ""https://t.co/5OSGryJhzl"", display_url = ""pic.twitter.com/5OSGryJhzl"", expanded_url = ""https://twitter.com/hec_vini/status/1488695658605432835/photo/1"", type = ""photo"", sizes = list(list(w = c(1080, 680, 150, 1080), h = c(1080, 680, 150, 1080), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Vini Hector","hec_vini",62,FALSE,"https://twitter.com/hec_vini/status/1488695658605432835"
2022-02-01 19:41:29,"1488598397821100046","#TidyTuesday week 5 is all about dogs and I choose to focus on a (very) small part of the dataset to play around with radar plots

#RStats 
💻: https://t.co/9hgDawxNGT https://t.co/dPfWjEDSfj",8,37,"list(id = 1488598393110859776, id_str = ""1488598393110859782"", indices = list(list(start = 167, end = 190)), media_url = ""http://pbs.twimg.com/media/FKiQWgKXEAYxCwC.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKiQWgKXEAYxCwC.jpg"", url = ""https://t.co/dPfWjEDSfj"", display_url = ""pic.twitter.com/dPfWjEDSfj"", expanded_url = ""https://twitter.com/isa_montejano/status/1488598397821100046/photo/1"", type = ""photo"", sizes = list(list(w = c(1934, 680, 150, 1200), h = c(1738, 611, 150, 1078), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Isa Montejano","isa_montejano",34,FALSE,"https://twitter.com/isa_montejano/status/1488598397821100046"
2022-02-04 05:15:15,"1489467564795170820","I went back to Week 51 of #TidyTuesday 2021 because I love the Spice Girls. This viz took a few iterations, but I like where it ended up. And I got to sing Spice Girls songs in my head as I did it.
Code: https://t.co/105qPgRWry
#RStats #GGPlot2 #DataViz https://t.co/lrCUyRiy7O",5,36,"list(id = 1489467518632611840, id_str = ""1489467518632611844"", indices = list(list(start = 254, end = 277)), media_url = ""http://pbs.twimg.com/media/FKum0RCUUAQdax-.png"", media_url_https = ""https://pbs.twimg.com/media/FKum0RCUUAQdax-.png"", url = ""https://t.co/lrCUyRiy7O"", display_url = ""pic.twitter.com/lrCUyRiy7O"", expanded_url = ""https://twitter.com/datasciencejenn/status/1489467564795170820/photo/1"", type = ""photo"", sizes = list(list(w = c(2048, 680, 150, 1200), h = c(1890, 628, 150, 1108), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Jenn Schilling","datasciencejenn",785,FALSE,"https://twitter.com/datasciencejenn/status/1489467564795170820"
2022-02-02 21:13:45,"1488984004674129921","It's been a hot sec since I last did a #TidyTuesday but couldn't resist this week's dog theme! 🐶 Here I looked at the ratings over time for the most popular breeds &amp; in a self-absorbed twist highlight those which I have personally owned 😎
Repo: https://t.co/AFowqChG72
#DataVis https://t.co/dFpEkImfnZ",2,30,"list(id = 1488983891230826496, id_str = ""1488983891230826502"", indices = list(list(start = 282, end = 305)), media_url = ""http://pbs.twimg.com/media/FKnu9ckXoAYDJYE.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKnu9ckXoAYDJYE.jpg"", url = ""https://t.co/dFpEkImfnZ"", display_url = ""pic.twitter.com/dFpEkImfnZ"", expanded_url = ""https://twitter.com/JodieLord5/status/1488984004674129921/photo/1"", type = ""photo"", sizes = list(list(w = c(1247, 680, 150, 1200), h = c(919, 501, 150, 884), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Jodie Lord","JodieLord5",367,FALSE,"https://twitter.com/JodieLord5/status/1488984004674129921"
2022-02-02 17:27:08,"1488926976429608962","Was thinking of skipping this week's #TidyTuesday, but couldn't resist these cuties. A day well spent!
Code: https://t.co/5pdhxG10tp https://t.co/G0PqaS3XEr",4,29,"list(id = 1488926811610247168, id_str = ""1488926811610247170"", indices = list(list(start = 133, end = 156)), media_url = ""http://pbs.twimg.com/media/FKm7C-aVcAIXpOP.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKm7C-aVcAIXpOP.jpg"", url = ""https://t.co/G0PqaS3XEr"", display_url = ""pic.twitter.com/G0PqaS3XEr"", expanded_url = ""https://twitter.com/Nischal23218876/status/1488926976429608962/photo/1"", type = ""photo"", sizes = list(list(w = c(1756, 583, 150, 1029), h = c(2048, 680, 150, 1200), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Nischal Karki","nischalKarkeee",12,FALSE,"https://twitter.com/nischalKarkeee/status/1488926976429608962"
2022-02-02 02:44:21,"1488704816671264768","#TidyTuesday week 5: dog breeds.

 I adapted the code from @leeolney3 🙏 and use the level of openness to strangers. My first time making a bump chart 🙌. https://t.co/iZ2K93T1IB",5,29,"list(id = 1488703836772773888, id_str = ""1488703836772773888"", indices = list(list(start = 153, end = 176)), media_url = ""http://pbs.twimg.com/media/FKjwQIaaMAAPP2E.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKjwQIaaMAAPP2E.jpg"", url = ""https://t.co/iZ2K93T1IB"", display_url = ""pic.twitter.com/iZ2K93T1IB"", expanded_url = ""https://twitter.com/Topenomics/status/1488704816671264768/photo/1"", type = ""photo"", sizes = list(list(w = c(1060, 680, 150, 1060), h = c(726, 466, 150, 726), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Tope_chris","Topenomics",14,FALSE,"https://twitter.com/Topenomics/status/1488704816671264768"
2022-02-05 08:50:34,"1489884142024200195","Is the dog playful? How much does the dog bark? Is the dog open to strangers?

Based on 14 traits, which dog breeds are similar to each other? This is my contribution to #TidyTuesday.

Code: https://t.co/or3vc2cZSi (using @drob's widyr package - check it out, it is awesome) https://t.co/Cx94F15i46",2,28,"list(id = 1489881788520583168, id_str = ""1489881788520583172"", indices = list(list(start = 275, end = 298)), media_url = ""http://pbs.twimg.com/media/FK0fl8oX0AQNovu.jpg"", media_url_https = ""https://pbs.twimg.com/media/FK0fl8oX0AQNovu.jpg"", url = ""https://t.co/Cx94F15i46"", display_url = ""pic.twitter.com/Cx94F15i46"", expanded_url = ""https://twitter.com/richard_vogg/status/1489884142024200195/photo/1"", type = ""photo"", sizes = list(list(w = c(2048, 680, 150, 1200), h = c(1489, 495, 150, 873), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Richard Vogg","richard_vogg",372,FALSE,"https://twitter.com/richard_vogg/status/1489884142024200195"
2022-02-01 13:09:54,"1488499850853425158","Just cut the grass/weeds. #gardening #GardeningTwitter #TidyTuesday https://t.co/OrWLvM8G0U",2,26,"list(id = 1488499847040806912, id_str = ""1488499847040806917"", indices = list(list(start = 68, end = 91)), media_url = ""http://pbs.twimg.com/media/FKg2uXcXMAUoAoX.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKg2uXcXMAUoAoX.jpg"", url = ""https://t.co/OrWLvM8G0U"", display_url = ""pic.twitter.com/OrWLvM8G0U"", expanded_url = ""https://twitter.com/Lazylawrence1/status/1488499850853425158/photo/1"", type = ""photo"", sizes = list(list(w = c(2048, 680, 150, 1200), h = c(1639, 544, 150, 960), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Lazylawrence🚲🎣📚👨‍🌾","Lazylawrence1",945,FALSE,"https://twitter.com/Lazylawrence1/status/1488499850853425158"
2022-02-02 04:52:40,"1488737105941774340","#TidyTuesday W05 2022 - DogBreeds🐶

Inspired by @BlakeRobMills &amp; @datasciencejenn 
Always looking for feedback!

Code: https://t.co/fAtkfRyD8u
Image: https://t.co/TTFDorrgTT

#r4ds #tidyverse #rstats #dataviz https://t.co/yc52O8vsck",4,25,"list(id = 1488736241927393280, id_str = ""1488736241927393285"", indices = list(list(start = 213, end = 236)), media_url = ""http://pbs.twimg.com/media/FKkNuXBVEAUju5f.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKkNuXBVEAUju5f.jpg"", url = ""https://t.co/yc52O8vsck"", display_url = ""pic.twitter.com/yc52O8vsck"", expanded_url = ""https://twitter.com/valdezdata/status/1488737105941774340/photo/1"", type = ""photo"", sizes = list(list(w = c(1174, 578, 150, 1019), h = c(1382, 680, 150, 1200), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Omar Valdez","valdezdata",11,FALSE,"https://twitter.com/valdezdata/status/1488737105941774340"
2022-01-29 15:27:20,"1487447277098651655","In the 21st century, cooperation (in almost all areas of life and scales) is becoming more important. In this week's #TidyTuesday I looked at cooperative board games.

Do you have a favorite cooperative game? My favorites are The Mind and The Game.

Code: https://t.co/GzrLwFiIqI https://t.co/g5dPbw0wT2",3,25,"list(id = 1487444473386876928, id_str = ""1487444473386876934"", indices = list(list(start = 280, end = 303)), media_url = ""http://pbs.twimg.com/media/FKR23iNXwAYusp5.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKR23iNXwAYusp5.jpg"", url = ""https://t.co/g5dPbw0wT2"", display_url = ""pic.twitter.com/g5dPbw0wT2"", expanded_url = ""https://twitter.com/richard_vogg/status/1487447277098651655/photo/1"", type = ""photo"", sizes = list(list(w = c(2048, 680, 150, 1200), h = c(1195, 397, 150, 700), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Richard Vogg","richard_vogg",372,FALSE,"https://twitter.com/richard_vogg/status/1487447277098651655"
2022-02-01 18:22:57,"1488578633547534336","Hi #RStats community, especially #TidyTuesday folks. The students in @Sintripetal and my Intro Data Science sections will once again be participating in Tidy Tuesday. Thank you for being welcoming and encouraging! https://t.co/SgoB2Dcud4",6,23,"list(id = 1488578627235160064, id_str = ""1488578627235160070"", indices = list(list(start = 214, end = 237)), media_url = ""http://pbs.twimg.com/tweet_video_thumb/FKh-X-iXIAY4uAn.jpg"", media_url_https = ""https://pbs.twimg.com/tweet_video_thumb/FKh-X-iXIAY4uAn.jpg"", url = ""https://t.co/SgoB2Dcud4"", display_url = ""pic.twitter.com/SgoB2Dcud4"", expanded_url = ""https://twitter.com/lisalendway/status/1488578633547534336/photo/1"", type = ""photo"", sizes = list(list(w = c(444, 444, 150, 444), h = c(400, 400, 
150, 400), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Lisa Lendway, she/her","lisalendway",2104,FALSE,"https://twitter.com/lisalendway/status/1488578633547534336"
2022-02-01 20:24:20,"1488609182957899780","#tidyTuesday Week 5 - What do modern dog owners want?

#rstats code can be found here https://t.co/WunmWss9nv https://t.co/bGPSxPzm5T",5,22,"list(id = 1488608952573177856, id_str = ""1488608952573177865"", indices = list(list(start = 110, end = 133)), media_url = ""http://pbs.twimg.com/media/FKiZ9JOXMAkA-mR.png"", media_url_https = ""https://pbs.twimg.com/media/FKiZ9JOXMAkA-mR.png"", url = ""https://t.co/bGPSxPzm5T"", display_url = ""pic.twitter.com/bGPSxPzm5T"", expanded_url = ""https://twitter.com/rappa753/status/1488609182957899780/photo/1"", type = ""photo"", sizes = list(list(w = c(2048, 680, 150, 1200), h = c(1151, 382, 150, 675), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Albert Rapp","rappa753",216,FALSE,"https://twitter.com/rappa753/status/1488609182957899780"
2022-02-01 22:25:03,"1488639561651691524","Working on learning how to use GIS data in #RStats plots. Made using deforestation data from a #TidyTuesday dataset from last year and inspired by a ggbump example chart.
https://t.co/GbAR3gz6Y2 https://t.co/mbjYFWLjPH",5,21,"list(id = 1488638641777909760, id_str = ""1488638641777909770"", indices = list(list(start = 195, end = 218)), media_url = ""http://pbs.twimg.com/media/FKi09SIXoAoj474.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKi09SIXoAoj474.jpg"", url = ""https://t.co/mbjYFWLjPH"", display_url = ""pic.twitter.com/mbjYFWLjPH"", expanded_url = ""https://twitter.com/JonGretar/status/1488639561651691524/photo/1"", type = ""photo"", sizes = list(list(w = c(1170, 680, 150, 1170), h = c(658, 382, 150, 658), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Jon Gretar","JonGretar",814,FALSE,"https://twitter.com/JonGretar/status/1488639561651691524"
2022-02-01 19:35:30,"1488596892242124800","#tidytuesday w04 2022 top 500 board games based on data from @BoardGameGeek.  

Made primarily with reactable, reactablefmtr, crosstalk, htmltools.

Code: https://t.co/MMDg1k1hRx

Interactive: https://t.co/WDEvq2Gjw9

#rstats https://t.co/3X5wzJer6U",5,21,"list(id = 1488594213402992640, id_str = ""1488594213402992645"", indices = list(list(start = 226, end = 249)), media_url = ""http://pbs.twimg.com/tweet_video_thumb/FKiMjNiWYAU7KdX.jpg"", media_url_https = ""https://pbs.twimg.com/tweet_video_thumb/FKiMjNiWYAU7KdX.jpg"", url = ""https://t.co/3X5wzJer6U"", display_url = ""pic.twitter.com/3X5wzJer6U"", expanded_url = ""https://twitter.com/schmid_07/status/1488596892242124800/photo/1"", type = ""photo"", sizes = list(list(w = c(988, 645, 150, 988), h = c(1042, 680, 
150, 1042), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Bill Schmid","schmid_07",79,FALSE,"https://twitter.com/schmid_07/status/1488596892242124800"
2022-02-01 21:46:04,"1488629751547940872","Finally, a #tidytuesday completed on a Tuesday. What a concept! Not surprising that ratings of watchdog and good with other dogs are inversely related. 🐶🐕🦮🐩🐕‍🦺 Code here 👉https://t.co/VBjBfX3Q0c https://t.co/CG5lPJxE8H",4,20,"list(id = 1488628439305404416, id_str = ""1488628439305404420"", indices = list(list(start = 195, end = 218)), media_url = ""http://pbs.twimg.com/media/FKirra9XwAQj9w4.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKirra9XwAQj9w4.jpg"", url = ""https://t.co/CG5lPJxE8H"", display_url = ""pic.twitter.com/CG5lPJxE8H"", expanded_url = ""https://twitter.com/RRJacob_STL/status/1488629751547940872/photo/1"", type = ""photo"", sizes = list(list(w = c(2048, 680, 150, 1200), h = c(1463, 486, 150, 857), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Rebekah Jacob","RRJacob_STL",67,FALSE,"https://twitter.com/RRJacob_STL/status/1488629751547940872"
2022-02-03 01:17:20,"1489045306570207235","TidytuesdayR v1.0.2 is finally available on CRAN!

This release has minor bug fixes and features that have accrued over the past year and half. Also remediates the removal from cran for 2 days.

#rstats #TidyTuesday",3,19,"list(id = NA, id_str = NA, indices = list(NA), media_url = NA, media_url_https = NA, url = NA, display_url = NA, expanded_url = NA, type = NA, sizes = list(NA), ext_alt_text = NA)","Ellis Hughes","ellis_hughes",1257,FALSE,"https://twitter.com/ellis_hughes/status/1489045306570207235"
2022-02-01 15:37:17,"1488536942119723017","Looking at dog breeds for #TidyTuesday today!

Concept of a dog breed trait checker for AKC's website, to ensure you're able to give a dog the best life possible!

(plus bonus Toby)

#rstats #dataviz #goldenretriever https://t.co/XGrgaNWviq",2,19,"list(id = 1488536661503979520, id_str = ""1488536661503979538"", indices = list(list(start = 217, end = 240)), media_url = ""http://pbs.twimg.com/media/FKhYNQAXMBI7ps7.png"", media_url_https = ""https://pbs.twimg.com/media/FKhYNQAXMBI7ps7.png"", url = ""https://t.co/XGrgaNWviq"", display_url = ""pic.twitter.com/XGrgaNWviq"", expanded_url = ""https://twitter.com/henrywrover2/status/1488536942119723017/photo/1"", type = ""photo"", sizes = list(list(w = c(1440, 680, 150, 1200), h = c(1080, 510, 150, 900), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Henry Wakefield","henrywrover2",113,FALSE,"https://twitter.com/henrywrover2/status/1488536942119723017"
2022-02-02 17:57:00,"1488934491678781444","I made this yesterday in the 5 minutes I could afford for #TidyTuesday, and I got chased today by a dog while it rained. Spurious correlation, or do they know I know? https://t.co/igJfkv4CtT",3,17,"list(id = 1488934430706221056, id_str = ""1488934430706221068"", indices = list(list(start = 167, end = 190)), media_url = ""http://pbs.twimg.com/media/FKnB-dwXwAwzxsC.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKnB-dwXwAwzxsC.jpg"", url = ""https://t.co/igJfkv4CtT"", display_url = ""pic.twitter.com/igJfkv4CtT"", expanded_url = ""https://twitter.com/fivetonsof_flax/status/1488934491678781444/photo/1"", type = ""photo"", sizes = list(list(w = c(1057, 680, 150, 1057), h = c(831, 535, 150, 831), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Ali Sajid","fivetonsof_flax",115,FALSE,"https://twitter.com/fivetonsof_flax/status/1488934491678781444"
2022-02-01 22:56:30,"1488647476827631621","My contribution to this week's #TidyTuesday. 

PD: 🐾 My understanding of Cruella's obsession with Dalmatians has improved.

R code: https://t.co/c47wJT4aev 

#r #dataviz #datavisualization #ggplot2 https://t.co/BRslnCRUbM",4,17,"list(id = 1488647210317320192, id_str = ""1488647210317320199"", indices = list(list(start = 198, end = 221)), media_url = ""http://pbs.twimg.com/media/FKi8wCbXEAclx_u.png"", media_url_https = ""https://pbs.twimg.com/media/FKi8wCbXEAclx_u.png"", url = ""https://t.co/BRslnCRUbM"", display_url = ""pic.twitter.com/BRslnCRUbM"", expanded_url = ""https://twitter.com/pablo_alvrez/status/1488647476827631621/photo/1"", type = ""photo"", sizes = list(list(w = c(900, 680, 150, 900), h = c(900, 680, 150, 900), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Pablo Alvarez","pablo_alvrez",40,FALSE,"https://twitter.com/pablo_alvrez/status/1488647476827631621"
2022-02-01 18:00:20,"1488572942409736192","#TidyTuesday week 5!

Playfulness seems to be the strongest predictor of rank among dogs.

#RStats code: https://t.co/TjwYLOIOqY https://t.co/v5LGimDD60",5,17,"list(id = 1488571589499277312, id_str = ""1488571589499277325"", indices = list(list(start = 129, end = 152)), media_url = ""http://pbs.twimg.com/media/FKh3-U7X0A02NnU.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKh3-U7X0A02NnU.jpg"", url = ""https://t.co/v5LGimDD60"", display_url = ""pic.twitter.com/v5LGimDD60"", expanded_url = ""https://twitter.com/michal_wypych/status/1488572942409736192/photo/1"", type = ""photo"", sizes = list(list(w = c(2048, 680, 150, 1200), h = c(1024, 340, 150, 600), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Michał","michal_wypych",20,FALSE,"https://twitter.com/michal_wypych/status/1488572942409736192"
2022-02-01 11:45:07,"1488478515569827840","Found this during #tidytuesday
A lovely momento from over 20 years ago, it's a good opportunity to reflect on what's changed.
Thanks to Alexei Sayle too, who is still one of our Patrons https://t.co/T2R5hUpE4p",5,17,"list(id = 1488478512839282688, id_str = ""1488478512839282691"", indices = list(list(start = 186, end = 209)), media_url = ""http://pbs.twimg.com/media/FKgjUjWWUAM50wF.jpg"", media_url_https = ""https://pbs.twimg.com/media/FKgjUjWWUAM50wF.jpg"", url = ""https://t.co/T2R5hUpE4p"", display_url = ""pic.twitter.com/T2R5hUpE4p"", expanded_url = ""https://twitter.com/SimonComLondon/status/1488478515569827840/photo/1"", type = ""photo"", sizes = list(list(w = c(1536, 510, 150, 900), h = c(2048, 680, 150, 1200), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Simon Community","SimonComLondon",2817,FALSE,"https://twitter.com/SimonComLondon/status/1488478515569827840"
2022-02-05 10:58:19,"1489916292089794563","After a long social media &amp; TidyTuesday hiatus, here's my #TidyTuesday submission for Week 5- features the quintessential bump chart of Breed popularity, Trait profiles visualized as circular barplots and area charts.
#RStats #dataviz https://t.co/doXlTT1DlZ",4,16,"list(id = 1489915690844712960, id_str = ""1489915690844712960"", indices = list(list(start = 239, end = 262)), media_url = ""http://pbs.twimg.com/media/FK0-bUoUcAAImL8.jpg"", media_url_https = ""https://pbs.twimg.com/media/FK0-bUoUcAAImL8.jpg"", url = ""https://t.co/doXlTT1DlZ"", display_url = ""pic.twitter.com/doXlTT1DlZ"", expanded_url = ""https://twitter.com/PrasannaVXIII/status/1489916292089794563/photo/1"", type = ""photo"", sizes = list(list(w = c(2048, 680, 150, 1200), h = c(1117, 371, 150, 654), resize = c(""fit"", 
""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA)","Prasanna","PrasannaVXIII",27,FALSE,"https://twitter.com/PrasannaVXIII/status/1489916292089794563"
